question,answer,image_id
Cuántos botones tiene el horno,5,image569
Cuál es el objeto negro en la parte superior del microondas,máquina_de_café,image570
Qué está colgando en el mango del refrigerador,toalla_de_cocina,image570
Qué está colgando en el gabinete por encima del fregadero,pala,image575
De qué color es el marco de la ventana,azul,image575
Cuál es el objeto negro más grande de la cocina,lavavajillas,image575
Cuál es el electrodoméstico blanco cerca del estante de platos,hervidor_eléctrico,image575
De qué color es el gabinete sobre el mostrador de la cocina,marrón,image577
cuántos cojines hay en el sofá,2,image580
Cuál es el objeto vidriado más grande en esta imagen,ventana,image580
Cuántos marcos hay en la pared por encima de la silla y la sombra de la lámpara,3,image588
De qué color es la mesa de café delante del sofá,marrón,image588
De qué color son las velas en los candelabros,rojo,image590
Qué hay en la parte superior del gabinete,"candelabro, perro_juguete",image590
Cuál es el objeto más colorido en esta imagen,alfombra,image590
Cuál es el objeto rojo oscuro en esta imagen,cortina,image594
Cuál es el objeto del aire acondicionado,ventilador,image595
Qué hay en la mesa de café,"papel, controlador_consola, control_remoto",image598
Cuántas escaleras hay en el lado derecho de la barandilla de la escalera,2,image601
Cuántas bicicletas están colgando en la pared,1,image603
Qué hay al lado izquierdo de la lámpara de lectura en el escritorio,monitor,image603
De qué color es el taburete debajo de la mesa,"blanco, marrón",image607
Cuántos estantes tiene la estantería,4,image607
Cuál es el único objeto de cuero en esta habitación,silla,image612
De qué color es el sombrero de la lámpara en el gabinete,blanco,image612
Qué es el objeto de madera rectangular en el escritorio,portapapeles,image614
Qué hay debajo de la pintura colorida en el gabinete,impresora,image614
Cuántas sillas laterales hay en el lado derecho de la mesa delante de la ventana,4,image1404
Cuál es el objeto blanco debajo del escritorio de recepción en el piso,radiador,image123
Cuántos trozos de vidrio tiene la mesa en esta imagen,3,image462
Cuántos enchufes hay sobre el mostrador de la cocina en esta imagen,1,image839
lo que está en el lado derecho de la estantería delante de la cortina,silla,image381
Cuántos otomanos hay alrededor de la mesa,1,image434
lo que está extendido en el suelo debajo de la mesa de comedor,alfombra,image1449
Cuál es el objeto de colores que contiene jabones blancos en el lado izquierdo del fregadero,plato_decorativo,image682
Cuántos botones de cajón tiene el escritorio,5,image1053
Qué está colgando en la varilla debajo del fregadero,toalla,image663
Cuántas lámparas hay por encima de la caja,3,image114
Cuáles son los objetos en la mesa de café,"libro, cuenco_decorativo",image1288
De qué color es la puerta de la tienda de juguetes,marrón,image1157
Cuál es el objeto rojo en el escritorio en el lado derecho del ratón,taza_bolígrafo,image360
Qué hay delante de la puerta de cristal del armario,libro,image1061
Cuáles son los objetos verdes entre la jaula y la ventana en el suelo,planta_ornamental,image1300
Qué hay detrás del grifo,estante_ventana,image807
De qué color son los taburetes debajo de la mesa,"blanco, azul",image756
Qué objetos de pared están en el lado izquierdo del inodoro,"barra_toallero, soporte_papel_higiénico",image705
Qué hay en el mango del lavavajillas,toalla_de_cocina,image848
Cuál es el color principal de la manta en la cama,azul,image920
Cuál es el objeto redondo delante de las cajas azules al final de la habitación,globo_terráqueo,image308
De qué color es el suelo en esta imagen,marrón,image167
De qué color son las asas de los gabinetes,rosa,image862
De qué está hecha la mesa de comedor,vidrio,image1440
De qué color es la almohada en forma de flor en el sofá azul de juguete,"violeta, amarillo",image325
Cuál es el objeto redondo más grande en esta imagen,otomana,image1299
Qué hay en la esquina de la pared,pizarra,image339
De qué color son las toallas reflejadas en el espejo,azul,image170
Qué hay entre los dos sillones,estantería,image1216
Cuál es el objeto rojo y gris frente al espejo y cerca del borde del escritorio,desodorante,image77
Qué hay en el armario cerca del rollo de toallas de papel,estante_cuchillos,image898
Cuántas lámparas hay en el techo,3,image797
cómo los rieles de la cresta están detrás de la mesa de comedor,3,image1399
Qué hay detrás de los sillones a la izquierda y derecha del televisor,lámpara,image1232
Qué tipo de juguetes hay entre la estantería y la silla,peluche,image1001
Cuál es el objeto gris en la mesa de la cocina cerca del papel,soporte_especias,image789
Cuál es el objeto redondo en la pared sobre el televisor,reloj,image163
Cuántos cajones tiene el tocador,6,image964
De qué color es el paño en la parte superior del bastidor de secado de ropa en el lado izquierdo de la cama,negro,image516
Cómo se llama el pequeño aparato en el gabinete y en el lado izquierdo de la olla,horno_tostadora,image145
De qué colores son las mochilas en esta tienda,"negro, morado, azul, rosa",image91
Qué es el objeto de cuero marrón en el lado derecho de la estantería,silla,image384
De qué color es el contenedor de basura en el lado derecho del escritorio en el suelo,negro,image612
cuántos objetos azules hay en la parte superior del gabinete pero no debajo del dispensador de cinta o en el soporte del bolígrafo,1,image11
De qué color es la cortina de ducha y los botones del cajón,verde,image729
De qué color es el tocador debajo del salero,marrón,image1342
De qué colores son los patrones de flores en las almohadas,"naranja, rosa",image1074
Cuántas cajas de juguete hay debajo de la mesa cerca de la pared,6,image292
Cuál es el gran objeto negro en el lado izquierdo del dormitorio frente al radiador,tocador,image172
Cuántos colores tienen las sudaderas,"azul, rosa, negro, blanco",image99
Cuál es el objeto marrón claro en el lado izquierdo del estante de la taza frente a la pared,escalera,image239
Qué hay en el escritorio y debajo de la ventana,"tabla_de_planchar, plancha_ropa",image523
Qué tipo de equipo de gimnasia está en el lado derecho del sofá,cinta_de_correr,image1318
lo que está en el lado izquierdo de la cama y el cinturón,armario,image1050
Qué hay en el lado derecho del inodoro en el suelo,revistero,image678
Cuál es el objeto rojo más grande delante de la estantería,sofá,image1293
De qué color es la pelota en el suelo del lado derecho de la cama,rojo,image1185
De qué color es la pared entre la silla amarilla y el tocador,"gris, morado",image1101
Cuántos marcos hay en la pared de la cocina,2,image1351
Qué hay entre la mesa lateral y la ventana debajo de la chimenea,chimenea,image1225
Cuál es el objeto más frecuente en esta imagen,libro,image84
Cuántas sillas hay alrededor de la mesa de comedor en esta imagen,7,image1352
Cuántos monitores están apagados delante de la ventana en el escritorio,3,image334
Cuántos cuadros se reflejan en el espejo,1,image1384
De qué color son las persianas del sofá,blanco,image1229
Qué objetos están en esta sala para mostrar los países,"mapa, globo_terráqueo",image309
Cuántos cubos rosados hay en la parte superior del soporte nocturno en el lado izquierdo de la cama,1,image1163
Cuáles son los colores más frecuentes en este baño,"blanco, negro",image742
Cuáles son los dos objetos negros más grandes en esta imagen,"estantería, cinta_de_correr",image1082
Cuáles son los objetos en el suelo cerca el uno del otro,"mesa_de_billar, sofá, mesa_de_café",image1206
Qué está cerca del bote de basura de color plateado en el suelo,bolsa_de_basura,image877
lo que está por encima del horno en la parte superior derecha del mostrador de la cocina,campana_campana,image902
Cuál es el objeto negro más pequeño en el mostrador,llave,image786
Cuántos cajones tiene el puesto de noche en el lado izquierdo de la cama,2,image1076
De qué color son las estrellas en la almohada,morado,image928
Cuántos marcos hay en la pared entre las persianas y la estantería,4,image396
De qué color es el contenedor pequeño al lado izquierdo de la puerta en el piso,verde,image1012
De qué color es el sombreador de la lámpara cerca del sofá frente a la cortina,blanco,image546
Cuáles son los objetos de plata en el lado izquierdo de las botellas de vino en el mostrador de la cocina,candelabro,image1435
Qué tipo de mesas hay en esta habitación,"mesa_de_juguete, mesa_de_futbolín",image422
Qué hay en el cubo de plástico redondo cerca del estante de juguetes,juguete,image443
Qué hay en la mesa marrón,"libro, revista",image1345
lo que se refleja en el lado derecho del espejo en la pared,"toallero, toalla",image665
Cuál es el objeto blanco al final de la habitación debajo de la luz rosa,puerta,image275
Cuántas sillas de ordenador grises hay delante de sillas azules,1,image290
Cuántas cuencas de baño hay en esta foto,2,image661
De qué color es la esponja de baño debajo del grifo,verde,image718
Cuál es el objeto redondo en el suelo frente a la estantería,alfombra,image316
Cuántos candelabros hay en el estante de la chimenea,2,image1380
Qué hay en la estantería superior de la estantería cerca de la escultura de forma de cara,vela,image207
De qué color es la base de la silla delante del escritorio,rojo,image986
De qué color es la base de la sombra de la lámpara en el soporte nocturno del lado izquierdo de la cama,rojo,image982
Cuál es el objeto azul en la fila superior de la estantería cerca de la cesta,secador_de_pelo,image542
De qué color es la puerta de la casa de juguetes detrás del sillón,"azul, rojo",image444
lo que está delante de la cortina detrás del sillón,guitarra,image1294
Cuál es el objeto más grande de la manta,cesto_de_lavanda,image1007
De qué color es la alfombra del baño,blanco,image730
Cuántos objetos rojos hay en los armarios,1,image450
Cuál es el objeto azul debajo de la mesa de fútbol en el lado izquierdo del sofá,silla_de_bebé,image424
Cuál es el objeto rectangular más grande en esta imagen,mesa,image1396
Qué hay en el escritorio,"libro, tijeras, papeles, dispensador_de_cinta",image3
Cuántos cajones tiene el tocador,5,image1148
Qué hay en la parte superior del armario de archivos,contenedor_de_archivos,image552
Qué hay entre las revistas y la puerta,inodoro,image506
Qué es el objeto redondo en la pared,reloj,image336
De qué color es la persiana sobre la cama izquierda,morado,image1042
Cuántos controles remotos hay en el soporte de la televisión,1,image259
Cuántas bicicletas están colgando en la pared,1,image603
De qué color es el gabinete sobre el mostrador de la cocina,marrón,image577
Qué son los objetos negros en la habitación,"cómoda, televisión, sofá",image970
Cuál es el objeto de colores en la parte superior derecha de la ventana en el estante,plato_decorativo,image1437
Cuál es el objeto blanco sobre la mesa lateral en el lado derecho del sofá,pantalla_lámpara,image580
